Uuid,PropertyName,PrimaryDataType,Pset,Description,PropertyType
0649e100-d205-11e1-8000-00215ad4efdf,SetPointConductance,IfcElectricConductanceMeasure,Pset_SensorTypeConductanceSensor,"The fill level value to be sensed. Use IfcPropertyBoundedValue.SetPointValue to set the set point value.",P_BOUNDEDVALUE
12ce3980-d205-11e1-8000-00215ad4efdf,SetPointContact,IfcInteger,Pset_SensorTypeContactSensor,"The contact value to be sensed. Use IfcPropertyBoundedValue.SetPointValue to set the set point value.",P_BOUNDEDVALUE
3a250680-d205-11e1-8000-00215ad4efdf,SetPointFlow,IfcVolumetricFlowRateMeasure,Pset_SensorTypeFlowSensor,"The volumetric flow value to be sensed. Use IfcPropertyBoundedValue.SetPointValue to set the set point value.",P_BOUNDEDVALUE
2c68553a-248d-4030-9438-39a8806ebd51,SetPointFrost,IfcPositiveRatioMeasure,Pset_SensorTypeFrostSensor,"The detection of frost.",P_BOUNDEDVALUE
a6a00580-d205-11e1-8000-00215ad4efdf,SetPointHumidity,IfcPositiveRatioMeasure,Pset_SensorTypeHumiditySensor,"The humidity value to be sensed. Use IfcPropertyBoundedValue.SetPointValue to set the set point value.",P_BOUNDEDVALUE
51b07040-b891-47dd-a5f7-01b8e246bf62,SetPointIdentifier,IfcIdentifier,Pset_SensorTypeIdentifierSensor,"The detected tag value.",P_BOUNDEDVALUE
e1a23900-d205-11e1-8000-00215ad4efdf,SetPointIlluminance,IfcIlluminanceMeasure,Pset_SensorTypeLightSensor,"The illuminance value to be sensed. Use IfcPropertyBoundedValue.SetPointValue to set the set point value.",P_BOUNDEDVALUE
c9cab500-d205-11e1-8000-00215ad4efdf,SetPointLevel,IfcPositiveLengthMeasure,Pset_SensorTypeLevelSensor,"The fill level value to be sensed. Use IfcPropertyBoundedValue.SetPointValue to set the set point value.",P_BOUNDEDVALUE
ee269180-d205-11e1-8000-00215ad4efdf,SetPointMoisture,IfcPositiveRatioMeasure,Pset_SensorTypeMoistureSensor,"The moisture value to be sensed. Use IfcPropertyBoundedValue.SetPointValue to set the set point value.",P_BOUNDEDVALUE
09919c80-d206-11e1-8000-00215ad4efdf,SetPointMovement,IfcPositiveRatioMeasure,Pset_SensorTypeMovementSensor,"The movement to be sensed.",P_BOUNDEDVALUE
1910e580-d206-11e1-8000-00215ad4efdf,SetPointPH,IfcPHMeasure,Pset_SensorTypePHSensor,"The fill level value to be sensed. Use IfcPropertyBoundedValue.SetPointValue to set the set point value.",P_BOUNDEDVALUE
262dd480-d206-11e1-8000-00215ad4efdf,SetPointPressure,IfcPressureMeasure,Pset_SensorTypePressureSensor,"The pressure value to be sensed. Use IfcPropertyBoundedValue.SetPointValue to set the set point value.",P_BOUNDEDVALUE
3cd42b80-d206-11e1-8000-00215ad4efdf,SetPointRadiation,IfcPowerMeasure,Pset_SensorTypeRadiationSensor,"The radiation power value to be sensed. Use IfcPropertyBoundedValue.SetPointValue to set the set point value.",P_BOUNDEDVALUE
4bbade00-d206-11e1-8000-00215ad4efdf,SetPointRadioactivity,IfcRadioActivityMeasure,Pset_SensorTypeRadioactivitySensor,"The radioactivity value to be sensed. Use IfcPropertyBoundedValue.SetPointValue to set the set point value.",P_BOUNDEDVALUE
7442d800-d206-11e1-8000-00215ad4efdf,SetPointSound,IfcSoundPressureMeasure,Pset_SensorTypeSoundSensor,"The sound pressure value to be sensed. Use IfcPropertyBoundedValue.SetPointValue to set the set point value.",P_BOUNDEDVALUE
b66c1980-d206-11e1-8000-00215ad4efdf,SetPointSpeed,IfcLinearVelocityMeasure,Pset_SensorTypeWindSensor,"The wind speed value to be sensed. Use IfcPropertyBoundedValue.SetPointValue to set the set point value.",P_SINGLEVALUE
84a68300-d205-11e1-8000-00215ad4efdf,SetPointTemperature,IfcThermodynamicTemperatureMeasure,Pset_SensorTypeHeatSensor,"The temperature value to be sensed. Use IfcPropertyBoundedValue.SetPointValue to set the set point value.",P_BOUNDEDVALUE
93416a00-d206-11e1-8000-00215ad4efdf,SetPointTemperature,IfcThermodynamicTemperatureMeasure,Pset_SensorTypeTemperatureSensor,"The temperature value to be sensed. Use IfcPropertyBoundedValue.SetPointValue to set the set point value.",P_BOUNDEDVALUE
1a94da80-d213-11e1-8000-00215ad4efdf,SetPoint,IfcTimeSeries,Pset_UnitaryControlElementPHistory,"Indicates the temperature setpoint.  For thermostats with setbacks or separate high and low setpoints, then the time series may contain a pair of values at each entry where the first value is the heating setpoint (low) and the second value is the cooling setpoint (high).",P_REFERENCEVALUE
5b3e2500-d20e-11e1-8000-00215ad4efdf,SetPoint,IfcTimeSeries,Pset_SwitchingDeviceTypePHistory,"Indicates the switch position over time according to Pset_SwitchingDeviceTypeCommon.SetPoint.",P_REFERENCEVALUE
e2d76400-d20d-11e1-8000-00215ad4efdf,SetPoint,IfcInteger,Pset_SwitchingDeviceTypeCommon,"Indicates the setpoint and label.  For toggle switches, there are two positions, 0 for off and 1 for on.  For dimmer switches, the values may indicate the fully-off and full-on positions, where missing integer values in between are interpolated.   For selector switches, the range indicates the available positions.  
An IfcTable may be attached (using IfcMetric and IfcPropertyConstraintRelationship) containing columns of the specified header names and types:
'Position' (IfcInteger): The discrete setpoint level.
'Sink' (IfcLabel): The Name of the switched input port (IfcDistributionPort with FlowDirection=SINK).
'Source' (IfcLabel): The Name of the switched output port (IfcDistributionPort with FlowDirection=SOURCE).
'Ratio' (IfcNormalizedRatioMeasure): The ratio of power at the setpoint where 0.0 is off and 1.0 is fully on.",P_TABLEVALUE
244b62eb-01e0-4fe5-b34c-947b57b49f6a,SettlementBehaviour,IfcPressureMeasure,Pset_SolidStratumCapacity,"Estimate of the settlement/compaction behaviour of the stratum.",P_SINGLEVALUE
f3adb880-d1c0-11e1-8000-00215ad4efdf,Severity,IfcTimeSeries,Pset_AlarmPHistory,"Indicates alarm severity over time, where the scale of values is determined by the control system configuration.  A zero value indicates no present alarm.",P_REFERENCEVALUE
95db9980-d1dd-11e1-8000-00215ad4efdf,ShadingCoefficient,IfcNormalisedRatioMeasure,Pset_DoorWindowGlazingType,"(SC): The measure of the ability of a glazing to transmit solar heat, relative to that ability for 3 mm (1/8-inch) clear, double-strength, single glass. Shading coefficient is being phased out in favor of the solar heat gain coefficient (SHGC), and is approximately equal to the SHGC multiplied by 1.15. The shading coefficient is expressed as a number without units between 0 and 1.",P_SINGLEVALUE
5de94c00-d207-11e1-8000-00215ad4efdf,ShadingDeviceType,IfcLabel,Pset_ShadingDeviceCommon,"Specifies the type of shading device.",P_ENUMERATEDVALUE
303edb80-d1e4-11e1-8000-00215ad4efdf,ShaftPowerRate,IfcTimeSeries,Pset_FanPHistory,"Fan shaft power.",P_REFERENCEVALUE
f4e3e300-d1ca-11e1-8000-00215ad4efdf,ShaftPower,IfcTimeSeries,Pset_CompressorPHistory,"The actual shaft power input to the compressor.",P_REFERENCEVALUE
92610600-d20f-11e1-8000-00215ad4efdf,ShapeDescription,IfcLabel,Pset_SystemFurnitureElementTypeWorkSurface,"A description of the shape of the work surface e.g. corner square, rectangle, etc.",P_SINGLEVALUE
ae9e7c00-d1ea-11e1-8000-00215ad4efdf,ShapeType,IfcLabel,Pset_JunctionBoxTypeCommon,"Shape of the junction box.",P_ENUMERATEDVALUE
6b7ae380-d1bf-11e1-8000-00215ad4efdf,Shape,IfcLabel,Pset_AirTerminalTypeCommon,"Shape of the air terminal. Slot is typically a long narrow supply device with an aspect ratio generally greater than 10 to 1.",P_ENUMERATEDVALUE
59ea0980-d1c8-11e1-8000-00215ad4efdf,Shape,IfcLabel,Pset_CableSegmentTypeConductorSegment,"Indication of the shape of the conductor.",P_ENUMERATEDVALUE
5c972f80-d1c5-11e1-8000-00215ad4efdf,Shape,IfcLabel,Pset_BuildingElementProxyProvisionForVoid,"The shape form of the provision for void, the minimum set of agreed values includes 'Rectangle', 'Round', and 'Undefined'.",P_SINGLEVALUE
7d1fb380-d1de-11e1-8000-00215ad4efdf,Shape,IfcLabel,Pset_DuctSegmentTypeCommon,"Cross sectional shape. Note that this shape is uniform throughout the length of the segment. For nonuniform shapes, a transition fitting should be used instead.",P_ENUMERATEDVALUE
14910080-d1f7-11e1-8000-00215ad4efdf,ShearAreaY,IfcAreaMeasure,Pset_ProfileMechanical,"Area of the profile for calculating the shear stress due to shear force parallel to the section analysis axis ys. For example measured in mm². If given, the shear area ys shall be non-negative.",P_SINGLEVALUE
0ba02f00-d1f7-11e1-8000-00215ad4efdf,ShearAreaZ,IfcAreaMeasure,Pset_ProfileMechanical,"Area of the profile for calculating the shear stress due to shear force parallel to the section analysis axis zs. For example measured in mm². If given, the shear area zs shall be non-negative.",P_SINGLEVALUE
9fbdc680-d1f6-11e1-8000-00215ad4efdf,ShearCentreY,IfcLengthMeasure,Pset_ProfileMechanical,"Location of the profile's shear centre, measured along ys.",P_SINGLEVALUE
992f4f00-d1f6-11e1-8000-00215ad4efdf,ShearCentreZ,IfcLengthMeasure,Pset_ProfileMechanical,"Location of the profile's shear centre, measured along zs.",P_SINGLEVALUE
d7c50980-d1f6-11e1-8000-00215ad4efdf,ShearDeformationAreaY,IfcAreaMeasure,Pset_ProfileMechanical,"Area of the profile for calculating the shear deformation due to a shear force parallel to ys. For example measured in mm². If given, the shear deformation area ys shall be non-negative.",P_SINGLEVALUE
d0056500-d1f6-11e1-8000-00215ad4efdf,ShearDeformationAreaZ,IfcAreaMeasure,Pset_ProfileMechanical,"Area of the profile for calculating the shear deformation due to a shear force parallel to zs. For example measured in mm². If given, the shear deformation area zs shall be non-negative.",P_SINGLEVALUE
806e6b80-d1ed-11e1-8000-00215ad4efdf,ShearModulus,IfcModulusOfElasticityMeasure,Pset_MaterialMechanical,"A measure of the shear modulus of elasticity of the material.",P_SINGLEVALUE
9289e300-d1c8-11e1-8000-00215ad4efdf,SheathColors,IfcLabel,Pset_CableSegmentTypeCoreSegment,"Colour of the core (derived from IEC 60757). Note that the combined color 'GreenAndYellow' shall be used only as Protective Earth (PE) conductors according to the requirements of IEC 60446.",P_ENUMERATEDVALUE
64dbfbf2-3210-401d-9b86-e6925086e4f8,ShieldConductorDiameter,IfcPositiveLengthMeasure,Pset_CableSegmentTypeWirePairSegment,"Indicates the shielded conductor diameter. It is only used for coaxial wire pair.",P_SINGLEVALUE
5a4a9e3c-6cdc-4e91-ae06-ba58bcc08cc3,ShipLoading,IfcForceMeasure,Pset_JettyDesignCriteria,"Ship loading force",P_SINGLEVALUE
5a4a9e3c-6cdc-4e91-ae06-ba58bcc08cc3,ShipLoading,IfcForceMeasure,Pset_QuayDesignCriteria,"Ship loading force",P_SINGLEVALUE
ebbd3b00-d1f7-11e1-8000-00215ad4efdf,ShipMethod,IfcText,Pset_ProjectOrderPurchaseOrder,"Method of shipping that will be used for goods or services.",P_SINGLEVALUE
76923b80-d1e0-11e1-8000-00215ad4efdf,ShortCircuit1PoleMaximumState,IfcElectricCurrentMeasure,Pset_ElectricFlowStorageDeviceTypeCommon,"Maximum 1 pole short circuit current provided at the point of supply i.e. the fault between 1 phase and N.",P_SINGLEVALUE
83af2a80-d1e0-11e1-8000-00215ad4efdf,ShortCircuit1PoleMinimumState,IfcElectricCurrentMeasure,Pset_ElectricFlowStorageDeviceTypeCommon,"Minimum 1 pole short circuit current provided at the point of supply i.e. the fault between 1 phase and N.",P_SINGLEVALUE
7db94980-d1e0-11e1-8000-00215ad4efdf,ShortCircuit1PolePowerFactorMaximumState,IfcReal,Pset_ElectricFlowStorageDeviceTypeCommon,"Power factor of the maximum 1 pole short circuit current provided at the point of supply i.e. the fault between 1 phase and N.",P_SINGLEVALUE
890c7500-d1e0-11e1-8000-00215ad4efdf,ShortCircuit1PolePowerFactorMinimumState,IfcReal,Pset_ElectricFlowStorageDeviceTypeCommon,"Power factor of the minimum 1 pole short circuit current provided at the point of supply i.e. the fault between 1 phase and N.",P_SINGLEVALUE
5c585d80-d1e0-11e1-8000-00215ad4efdf,ShortCircuit2PoleMinimumState,IfcElectricCurrentMeasure,Pset_ElectricFlowStorageDeviceTypeCommon,"Minimum 2 pole short circuit current provided at the point of supply.",P_SINGLEVALUE
64b09880-d1e0-11e1-8000-00215ad4efdf,ShortCircuit2PolePowerFactorMinimumState,IfcReal,Pset_ElectricFlowStorageDeviceTypeCommon,"Power factor of the minimum 2 pole short circuit current provided at the point of supply.",P_SINGLEVALUE
51053200-d1e0-11e1-8000-00215ad4efdf,ShortCircuit3PoleMaximumState,IfcElectricCurrentMeasure,Pset_ElectricFlowStorageDeviceTypeCommon,"Maximum 3 pole short circuit current provided at the point of supply.",P_SINGLEVALUE
56fb1300-d1e0-11e1-8000-00215ad4efdf,ShortCircuit3PolePowerFactorMaximumState,IfcReal,Pset_ElectricFlowStorageDeviceTypeCommon,"Power factor of the maximum 3 pole short circuit current provided at the point of supply.",P_SINGLEVALUE
a0b02180-d211-11e1-8000-00215ad4efdf,ShortCircuitVoltage,IfcComplexNumber,Pset_TransformerTypeCommon,"A complex number that specifies the real and imaginary parts of the short-circuit voltage at rated current of a transformer given in %.",P_SINGLEVALUE
0c37c600-d1f5-11e1-8000-00215ad4efdf,Shortening,IfcRatioMeasure,Pset_PrecastConcreteElementGeneral,"The ratio of the distance by which a precast piece is shortened after release from its form (due to compression induced by prestressing) to its original (nominal) length.",P_SINGLEVALUE
a5200e80-d200-11e1-8000-00215ad4efdf,ShortInsideCenterLowerBarPitch,IfcPositiveLengthMeasure,Pset_ReinforcementBarPitchOfSlab,"The pitch length of the short inside center lower bar.",P_SINGLEVALUE
75710680-d200-11e1-8000-00215ad4efdf,ShortInsideCenterTopBarPitch,IfcPositiveLengthMeasure,Pset_ReinforcementBarPitchOfSlab,"The pitch length of the short inside center top bar.",P_SINGLEVALUE
acdfb300-d200-11e1-8000-00215ad4efdf,ShortInsideEndLowerBarPitch,IfcPositiveLengthMeasure,Pset_ReinforcementBarPitchOfSlab,"The pitch length of the short inside end lower bar.",P_SINGLEVALUE
7dc94180-d200-11e1-8000-00215ad4efdf,ShortInsideEndTopBarPitch,IfcPositiveLengthMeasure,Pset_ReinforcementBarPitchOfSlab,"The pitch length of the short inside end top bar.",P_SINGLEVALUE
9cc7d380-d200-11e1-8000-00215ad4efdf,ShortOutsideLowerBarPitch,IfcPositiveLengthMeasure,Pset_ReinforcementBarPitchOfSlab,"The pitch length of the short outside lower bar.",P_SINGLEVALUE
6e49f880-d200-11e1-8000-00215ad4efdf,ShortOutsideTopBarPitch,IfcPositiveLengthMeasure,Pset_ReinforcementBarPitchOfSlab,"The pitch length of the short outside top bar.",P_SINGLEVALUE
70aaff91-61f9-49ee-b5bc-5517d4044d3e,ShortTimeCurrentSetValue,IfcElectricCurrentMeasure,Pset_ProtectiveDeviceOccurrence,"Short time current set value. The set value of the long time tripping current if adjustable.",P_SINGLEVALUE
337c40a4-98c5-4e4b-aa54-a444cf4790ea,ShortTimeFunction,IfcBoolean,Pset_ProtectiveDeviceOccurrence,"Applying short time function A flag indicating that the short time function of the device is used. The value should be set to FALSE for devices not having a short time function, or if the short time function is not selected to be used.",P_SINGLEVALUE
ab1a66c0-9b66-4bc3-9fab-a566d40fc3f6,ShortTimei2tFunction,IfcBoolean,Pset_ProtectiveDeviceOccurrence,"Applying short time i2t function. A flag indicating that the I2t short time function of the device is used. The value should be set to TRUE only if the I2t function  is explicitly selected for the device.",P_SINGLEVALUE
74cb82ee-d6ff-4aae-9f88-fe5222059167,ShortTimeTrippingTime,IfcTimeMeasure,Pset_ProtectiveDeviceOccurrence,"Short time tripping time. The set value of the short time tripping time if adjustable.",P_SINGLEVALUE
3bedca80-d203-11e1-8000-00215ad4efdf,ShowerHeadDescription,IfcText,Pset_SanitaryTerminalTypeShower,"A description of the shower head(s) that emit the spray of water.",P_SINGLEVALUE
06e17800-d203-11e1-8000-00215ad4efdf,ShowerType,IfcLabel,Pset_SanitaryTerminalTypeShower,"Selection of the type of shower from the enumerated list of types where:-

Drench:  	Shower that rapidly gives a thorough soaking in an emergency.
Individual: 	Shower unit that is typically enclosed and is for the use of one person at a time.
Tunnel: 	Shower that has a succession of shower heads or spreaders that operate simultaneously along its length.",P_ENUMERATEDVALUE
12b96cad-eeee-455e-8e50-153a407f23ac,SideFlatness,IfcPositiveLengthMeasure,Pset_Tolerance,"Indicative (95%-100%) range flatness associated to the side surface in YZ, if different to the overall flatness.",P_SINGLEVALUE
52834ea8-04d7-431d-8971-7aa6920072cf,Side,IfcLabel,Pset_Superelevation,"Specifies if the width is measured to the RIGHT or to the LEFT of the curve referenced by the placement, or if the same value is applied to BOTH sides.",P_ENUMERATEDVALUE
52834ea8-04d7-431d-8971-7aa6920072cf,Side,IfcLabel,Pset_Width,"Specifies if the width is measured to the RIGHT or to the LEFT of the curve referenced by the placement, or if the same value is applied to BOTH sides.",P_ENUMERATEDVALUE
6819fc93-52ca-441a-b671-7dc79dff2178,SignalAspectSymbol,IfcExternalReference,Pset_RailwaySignalAspect,"Content which is shown on the signal or sign, e.g. text, number, arrow or icon.",P_REFERENCEVALUE
0e09025b-62a2-45ef-ac99-17ef7e3a8b2c,SignalAspectType,IfcLabel,Pset_RailwaySignalAspect,"The type of aspect, e.g. 2-display aspect for distant signal, 3-display aspect for block signal.",P_SINGLEVALUE
6de43a00-d1cd-11e1-8000-00215ad4efdf,SignalFactor,IfcReal,Pset_ControllerTypeFloating,"Factor multiplied onto offset signal.",P_SINGLEVALUE
495649dc-ab41-48b6-8de3-9074988f7d23,SignalFrameBackboardDiameter,IfcPositiveLengthMeasure,Pset_SignalFrame,"The nominal diameter of the signal frame backboard.",P_SINGLEVALUE
3906ff42-d385-4c85-8bd0-9c9414a753d1,SignalFrameBackboardHeight,IfcPositiveLengthMeasure,Pset_SignalFrame,"The nominal height of the signal frame backboard.",P_SINGLEVALUE
1a0a1175-e1c8-415f-a0ff-40f7c6ed5824,SignalFrameType,IfcLabel,Pset_SignalFrame,"Type of frame, e.g. main frame, route indicator, speed indicator, direction indicator, etc.",P_SINGLEVALUE
1f16ba31-33db-47cb-82e8-e89fa59b602c,SignalHoodLength,IfcPositiveLengthMeasure,Pset_RailwaySignalType,"Nominal length of the signal hood, which is the signal lamp cover against glaring sun.",P_SINGLEVALUE
1caee944-492d-4081-8303-1743b2d3e798,SignalIndicatorType,IfcLabel,Pset_RailwaySignalType,"Type of the indicators on a signal, e.g. route indicator, speed restriction indicator etc.",P_ENUMERATEDVALUE
1caee944-492d-4081-8303-1743b2d3e798,SignalIndicatorType,IfcLabel,Pset_SignalFrame,"Type of the indicators on a signal, e.g. route indicator, speed restriction indicator etc.",P_ENUMERATEDVALUE
377cdc9b-bc1e-4711-bccb-7ef0d6ce8346,SignalMessage,IfcText,Pset_RailwaySignalType,"All possible message available at this signal, e.g. ""3/4- display automatic blocking"".",P_SINGLEVALUE
69b81c80-d1cd-11e1-8000-00215ad4efdf,SignalOffset,IfcReal,Pset_ControllerTypeFloating,"Offset constant added to modfied signal.",P_SINGLEVALUE
17320996-d5e9-4244-8a7a-d2a2dbaa62c0,SignalPostTelephoneID,IfcIdentifier,Pset_RailwaySignalOccurrence,"The identifier of the signal post telephone attached to the signal.",P_SINGLEVALUE
1d7337bd-a854-4328-a8cb-0a063982895d,SignalPostTelephoneType,IfcLabel,Pset_RailwaySignalOccurrence,"Indicates the type of the signal post telephone, e.g. locked, direct line, dial phone.",P_SINGLEVALUE
57e5ee50-0671-4b3d-bd77-cdf11ec61712,SignalSightingAchievableDistance,IfcPositiveLengthMeasure,Pset_RailwaySignalSighting,"Reading distance of the signal, which is achievable with the help of mitigation works.",P_SINGLEVALUE
c75708e1-6501-4659-a127-ff268fa8ce80,SignalSightingAvailableDistance,IfcPositiveLengthMeasure,Pset_RailwaySignalSighting,"Reading distance of the signal without having any mitigation works.",P_SINGLEVALUE
7be1dac0-8ff7-49e0-a41d-83746a7cf46f,SignalSightingCombinedWithRepeater,IfcPositiveLengthMeasure,Pset_RailwaySignalSighting,"Combined reading distance for the signal and any associated repeaters.",P_SINGLEVALUE
72cb2467-5cf2-4c57-a2e2-3fde855afbf6,SignalSightingMinimum,IfcPositiveLengthMeasure,Pset_RailwaySignalSighting,"Minimal distance in which the signal has to be readable.",P_SINGLEVALUE
fffd0c4f-f6c2-48ab-9b57-69414f71e3fd,SignalSightingPreferred,IfcPositiveLengthMeasure,Pset_RailwaySignalSighting,"Preferred distance in which the signal shall be readable.",P_SINGLEVALUE
5ef708d4-8ea7-43fa-8ab1-e95c11b5381b,SignalSightingRouteIndicator,IfcPositiveLengthMeasure,Pset_RailwaySignalSighting,"Required reading distance for the route indicator.",P_SINGLEVALUE
f7940780-d1cd-11e1-8000-00215ad4efdf,SignalTimeDecrease,IfcTimeMeasure,Pset_ControllerTypeProportional,"Time factor used for exponential decrease.",P_SINGLEVALUE
f236bd00-d1cd-11e1-8000-00215ad4efdf,SignalTimeIncrease,IfcTimeMeasure,Pset_ControllerTypeProportional,"Time factor used for exponential increase.",P_SINGLEVALUE
72a8ee00-d1cd-11e1-8000-00215ad4efdf,SignalTime,IfcTimeMeasure,Pset_ControllerTypeFloating,"Time factor used for integral and running average controllers.",P_SINGLEVALUE
a53990f2-305f-4380-bee1-2511cbd94e05,SignalViewingMinimumInFront,IfcPositiveLengthMeasure,Pset_RailwaySignalSighting,"Smallest distance where the signal has to be readable (for train very close to the signal).",P_SINGLEVALUE
abca6199-66be-4e54-ade0-75ef14c9a786,SignalWalkwayLength,IfcPositiveLengthMeasure,Pset_RailwaySignalOccurrence,"Indicates the length of the walkway from signal to signal post telephone.",P_SINGLEVALUE
2877a052-446b-475b-8abc-5004a5048c61,SignLegend,IfcText,Pset_RailwaySignalAspect,"Text information written on the signal or sign.",P_SINGLEVALUE
2280c5a6-f9bf-4dc8-82f1-381ec509a3a5,SiltVolume,IfcVolumeMeasure,Pset_SolidStratumComposition,"Relative volume of silt (typically smaller than 0.063mm) stratum constituents.",P_SINGLEVALUE
f52fff9d-b6bf-4670-88c3-8e1c807dc986,SingleChannelAveragePower,IfcPowerMeasure,Pset_TransportEquipmentOTN,"Indicates the average power of a single channel of the transport equipment.",P_SINGLEVALUE
85de6e5a-ff9e-476d-bceb-91ed65690965,SingleChannelPower,IfcPowerMeasure,Pset_TransportEquipmentOTN,"Indicates the power range of a single channel of the transport equipment.",P_BOUNDEDVALUE
7ea9711a-569f-499a-ba7b-c1efaa992528,SingleWaveTransmissionRate,IfcFrequencyMeasure,Pset_TransportEquipmentOTN,"Indicates the single wave transmission rate of the transport equipment.",P_SINGLEVALUE
532cb800-d203-11e1-8000-00215ad4efdf,SinkType,IfcLabel,Pset_SanitaryTerminalTypeSink,"Selection of the type of sink from the enumerated list of types where:-

Belfast: 	Deep sink that has a plain edge and a weir overflow
.
Bucket: 	Sink at low level, with protected front edge, that facilitates filling and emptying buckets, usually with a hinged grid on which to stand them.
Cleaners:	 Sink, usually fixed at normal height (900mm), with protected front edge.
Combination_Left:	 Sink with integral drainer on left hand side
.
Combination_Right: Sink with integral drainer on right hand side
.
Combination_Double: 	Sink with integral drainer on both sides
.
Drip: Small sink that catches drips or flow from a faucet
.
Laboratory: Sink, of acid resisting material, with a top edge shaped to facilitate fixing to the underside of a desktop
.
London: Deep sink that has a plain edge and no overflow
.
Plaster: Sink with sediment receiver to prevent waste plaster passing into drains
.
Pot: Large metal sink, with a standing waste, for washing cooking utensils
.
Rinsing: Metal sink in which water can be heated and culinary utensils and tableware immersed at high temperature that destroys most harmful bacteria and allows subsequent self drying.
.
Shelf: Ceramic sink with an integral back shelf through which water fittings are mounted
.
VegetablePreparation: 	Large metal sink, with a standing waste, for washing and preparing vegetables
.",P_ENUMERATEDVALUE
d819d080-d207-11e1-8000-00215ad4efdf,SiteCoverageRatio,IfcPositiveRatioMeasure,Pset_SiteCommon,"The ratio of the utilization,  TotalArea / BuildableArea, expressed as a maximum value. The ratio value may be used to derive BuildableArea.",P_SINGLEVALUE
6a27d600-d214-11e1-8000-00215ad4efdf,Size,IfcPositiveLengthMeasure,Pset_ValveTypeCommon,"The size of the connection to the valve (or to each connection for faucets, mixing valves, etc.).",P_SINGLEVALUE
b2250980-d1d0-11e1-8000-00215ad4efdf,SizingMethod,IfcLabel,Pset_DamperOccurrence,"Identifies whether the damper is sized nominally or with exact measurements:

NOMINAL: Nominal sizing method. 
EXACT: Exact sizing method.",P_ENUMERATEDVALUE
0c1bd400-d1bd-11e1-8000-00215ad4efdf,SkillLevel,IfcLabel,Pset_ActorCommon,"Skill level exhibited by the actor and which indicates an extent of their capability to perform actions on the artefacts upon which they can act.",P_SINGLEVALUE
af1249f7-1eb2-4579-aaec-871aa4a6287b,SkirtingBoardHeight,IfcPositiveLengthMeasure,Pset_SpaceCoveringRequirements,"Height of the skirting board.

The height information is provided in absence of an IfcCovering (type=SKIRTINGBOARD) object with own shape representation and material assignment. In case of inconsistency the height assigned to IfcCovering elements takes precedence.",P_SINGLEVALUE
6d6b4d00-a223-4b90-b4eb-1901ca5be2b5,SkirtingBoard,IfcLabel,Pset_SpaceCoveringRequirements,"Label to indicate the material or construction of the skirting board around the space flooring. The label is used for room book information.

The material information is provided in absence of an IfcCovering (type=SKIRTINGBOARD) object with own shape representation and material assignment. In case of inconsistency the material assigned to IfcCovering elements takes precedence.",P_SINGLEVALUE
84cfc602-c7fc-4539-8cec-bc046bb70e8f,SleeperArrangement,IfcLabel,Pset_MechanicalFastenerTypeRailJoint,"Define the rail joint sleeper method of assembly (""twin sleeper"" type or ""between sleepers"" type).",P_ENUMERATEDVALUE
88c3d145-fc28-417c-90b2-da0f07524d1b,SleeperType,IfcLabel,Pset_TrackElementTypeSleeper,"Indicates the sleeper type.",P_ENUMERATEDVALUE
1ee5d700-d1c4-11e1-8000-00215ad4efdf,Slope,IfcPlaneAngleMeasure,Pset_BeamCommon,"Slope angle - relative to horizontal (0.0 degrees).

The shape information is provided in addition to the shape representation and the geometric parameters used within. In cases of inconsistency between the geometric parameters and the shape properties, provided in the attached property, the geometric parameters take precedence.  For geometry editing applications, like CAD: this value should be write-only.",P_SINGLEVALUE
646cc900-d1f1-11e1-8000-00215ad4efdf,Slope,IfcPlaneAngleMeasure,Pset_MemberCommon,"Slope angle - relative to horizontal (0.0 degrees).
The shape information is provided in addition to the shape representation and the geometric parameters used within. In cases of inconsistency between the geometric parameters and the shape properties, provided in the attached property, the geometric parameters take precedence.",P_SINGLEVALUE
6bccac00-d1ca-11e1-8000-00215ad4efdf,Slope,IfcPlaneAngleMeasure,Pset_ColumnCommon,"Slope angle - relative to horizontal (0.0 degrees).

The shape information is provided in addition to the shape representation and the geometric parameters used within. In cases of inconsistency between the geometric parameters and the shape properties, provided in the attached property, the geometric parameters take precedence.   For geometry editing applications, like CAD: this value should be write-only.",P_SINGLEVALUE
92590a00-d1ff-11e1-8000-00215ad4efdf,Slope,IfcPlaneAngleMeasure,Pset_RampFlightCommon,"Sloping angle of the object  - relative to horizontal (0.0 degrees). 
Actual maximum slope for the passageway according to the current design.
The shape information is provided in addition to the shape representation and the geometric parameters used within. In cases of inconsistency between the geometric parameters and the shape properties, provided in the attached property, the geometric parameters take precedence.",P_SINGLEVALUE
eeb62c80-d1f3-11e1-8000-00215ad4efdf,Slope,IfcPlaneAngleMeasure,Pset_PipeSegmentTypeGutter,"Angle of the gutter to allow for drainage.",P_SINGLEVALUE
96653780-d1bf-11e1-8000-00215ad4efdf,SlotLength,IfcPositiveLengthMeasure,Pset_AirTerminalTypeCommon,"Slot length.",P_SINGLEVALUE
9107ed00-d1bf-11e1-8000-00215ad4efdf,SlotWidth,IfcPositiveLengthMeasure,Pset_AirTerminalTypeCommon,"Slot width.",P_SINGLEVALUE
